tx_hash,from,to,value_usdc,block_number,timestamp,value_usd,token_symbol
33e4fc85df5e3739094d3b16cf1ca7544b5c8590ae930f437fa4e8dc3ec87f28,0x79Ec8843F6020702e226A2FCFB9a37F83F9A7633,0xB0EF2A0337A519d50780E33d268341CE75ce8383,5000.0,88152139,2025-05-02 07:17:04,5000.0,USDC.e
