tx_hash,from,to,value_xdc,value_usd,token_symbol,block_number,timestamp
2aac0ed90be280b2e1af76c6eaf25a21b691e3d8f51ce76254612d1471bf8479,0xF29f049144467b3dc55e19205c30C1737942F23a,0xd6F5524AF1aDBe29Be8Ce8131825eB73D766a24e,99950.0,7732.665803154165,XDC,88138325,2025-05-01 22:58:05
b06885d734c95a6a27e8635f6569f6aaeb690462dd2c6b866d4b3ca89f51bcc3,0x4e5d2dDF1c5060a64d70Eec1731710F49A76D2BF,0xcA2343CB3A5B5c46878A4549Aa3B9a31F3CFa045,103276.8882,7990.051642224271,XDC,88138462,2025-05-01 23:02:50
8273a2920f1ad962a2eaacc2300c41240ce10c1676ea2055be1b5c98a8f1533c,0xcA2343CB3A5B5c46878A4549Aa3B9a31F3CFa045,0x17FdC56e7D0bDCC2ac5d44A84aeD0C2c8e95D160,103276.8882,7990.051642224271,XDC,88138466,2025-05-01 23:02:58
