tx_hash,from,to,value_xdc,value_usd,token_symbol,block_number,timestamp
0xdc38366d645c9f0610097f47984e692edddf7dc94bd7d838985ef92818fc1ba3,0xB27Ba4D0e85E7f740BE81c66EE14a53679b4bCC3,0x757776A8510800Da90579aF41dD97be83a8ED977,10913.45,851.4931965995731,XDC,88130714,2025-05-01 18:22:31
0xf0d0dc6ec80ad461e8fdb47abe7eb7bea05ae7ba167fcc646365e57e202a30ee,0xc82975ce592EcDe294C50853159574081983FfD1,0x16fD0223773A21111667dDA93cEFaBB038A261c1,123673.79118415555,9649.32187264199,XDC,88130729,2025-05-01 18:23:09
