tx_hash,from,to,value_xdc,value_usd,token_symbol,block_number,timestamp
f0d0dc6ec80ad461e8fdb47abe7eb7bea05ae7ba167fcc646365e57e202a30ee,0xc82975ce592EcDe294C50853159574081983FfD1,0x16fD0223773A21111667dDA93cEFaBB038A261c1,123673.79118415555,9562.374456361524,XDC,88130729,2025-05-01 18:23:09
